id,text,label,predictor,confidence
2424,"#flipboard - when bldg app for AppStore, need wholistic mktg awareness, p.r. strategy to drive adoption Don't just rely on Apple. #rji #sxsw",3,,
2425,What would #copyright look like if created today? w/ @mention CEO/Pres Floor64 Inc &amp; William Patry Sr Copyright counsel Google #sxsw,2,,
2426,#Apple and #HP are 'popping in' for #SXSW; both setting up temp sites: <URL> #Austin #Atx #Austinbusiness,2,,
2427,Extra iPad 2 for sale in Austin convention center who wants one? <URL>,2,,
2428,#tech iPad 2 Gets Temporary #Apple_Store for #SXSW <URL>,1,,
2429,"Also, iPad 2 ordered. Now I don't have to stand in line, wasting valuable fellowship time. #sxsw",1,,
2430,"Discovered a new conversation icebreaker: &quot;Hey, is that the new iPad 2? Why yes it is...&quot; #SXSW #social",1,,
2431,I composed a tweet so acerbic and cynical about ipad users that my phone crashed and dumped all my apps. #twitterpower #sxsw #imthatgood,3,,
2432,"Google and ACLU are buddies?â€œ@mention Google to Launch Major New Social Network Called Circles, Possibly Today <URL> #sxswâ€ù",2,,
2433,Wish I had an iPad right now. Lasts longer than the phone and not as awkward as the laptop. #SXSW,1,,
2434,That could be dangerous RT @mention Sweet...Apple listened to us!  A temp Apple Store near #SXSW for iPad2 launch!  <URL>,1,,
2435,that would be me (via @mention Apple's opened a pop-up store in Austin so the nerds @mention #SXSW can get new iPads. <URL> #cnet,2,,
2436,This could be the first big news out of #sxsw... <URL>  Google building new social framework.,1,,
2437,Google and Bing meet at #SXSW after their lovers tiff last month but it seems to have been disappointingly friendly <URL>,3,,
2438,Google and Bing page rank panel is ridiculously crowded. Is Al Franken or Justin Timberlake here? #sxsw <URL>,3,,
2439,Google and Bing sitting on the same panel. They don't look like they want to punch each other in the face. Cc: @mention #sxsw,2,,
2440,Unexpected bonus of waking up at 4am to make #SXSW flight: being up to order iPad 2 right as it's released,1,,
2441,"Surrounded by tats, piercings, live music, gadgets galore -- yep,  hipster heaven! #Google, #gsdm #welivehere #wepartyhere #sxsw",2,,
2442,&quot;iPad cleaner&quot; takes on two very different terms at #sxsw,2,,
2443,Near Field Communication already here on android phones. #SXSW #bemyneighbor,1,,
2444,"My #agnerd confession, using laptop, iPad and blackberry to follow #SXSW from afar to see #agchat rock it",2,,
2445,Major iPad design flaw: the SXSW Go iPad app. It doesn't stay open when you switch apps! #ipaddesignheadaches #sxsw,3,,
2446,"&quot;iPad Design Headaches (2 Tablets, Call in the Morning)&quot; at #SXSW is packed!",2,,
2447,I'm headed down to #SXSW to hear a talk on integrated social network dynamics and team synergy.  I've got my iPad ready to go.,1,,
2448,"When bored during a keynote #sxsw, use your iPad to draw a picture - even if you are not a good artist!  <URL> #sxswi",1,,
2449,SXSW Crowd Earns $10K for Charity by Playing a Game [PICS]: In an unusual keynote speech... <URL> #News #sxsw #Cyber #iPhone,2,,
2450,Your brand focus? RT @mention 'Trust of Zappos + Likability of Virgin + Product of Apple' - recipe for success @mention #SXSW,1,,
2451,"When brand focuses on purpose, not object, they survive &amp; succeed. Google: not search, useful info. Nike: not sneakers, performance. #sxsw",1,,
2452,Unexpected geekout moment of #sxsw so far: talked with the guys who are bringing the Traveller RPG to the iPhone.,1,,
2453,Ladies and gentlemen - Mr. Street  RT @mention I've been having meetings while I'm in line at the #SXSW PopUp Apple Store for the iPad2.,2,,
2454,Only stood in line for 30 minutes to buy 2 iPads at the Apple pop-up store. #apple #sxsw #ipad #austin #fuckyeah,1,,
2455,"Sam licked it, so it's his! RT: @mention How I got an iPad 2 during #SXSW! <URL> cc @mention",1,,
2456,iPad 2 and Its Rivals: How They Stack Up <URL> #bnet #biz #ipad2 #apple #sxsw #ipad #tablet #xoom #tech #laptop #pics #sale,2,,
2457,"free #iPad Lounge open daily for #SXSW serving art made on iPads, and local art, free coffee, @mention Austin Details <URL> #photo",2,,
2458,"Best Brand Marketing at #SXSW: GE @mention solar powered carousel, @mention Rock 'n Roll Trailer Park, Apple's iPad2 pop-up shop",2,,
2459,"Just added my #SXSW flights to @mention Matching people on planes/airports. Also downloaded the @mention iPhone app, nicely done.",1,,
2460,Just found out new mapquest iPhone app has turn-by-turn gps for free... Time to check it out and get reacquainted with mq #sxsw,1,,
2461,You should probably put that away... RT @mention at the Android party and kinda embarrassed by my iPhone #SXSW,3,,
2462,"Aha! Found proof of lactation room, excuse me, &quot;Mother's Room,&quot; brought to you by Google, at last year's #SXSW. <URL>",2,,
2463,makes good sense RT @mention Apple set to open popup shop in core of SXSW action <URL> via @mention #SXSW,1,,
2464,UBER BRAND SMART: Gonna move a ton of iPad2 - #Apple opening a popup shop in Austin for #SxSW  <URL> via@mention @mention,1,,
2465,#localmind sounds awesome.. location based Q&amp;A could be incredibly useful. <URL> #iphone #sxsw,1,,
2466,#sxsw ipad store sold out of everything except 64gig wifi only white,2,,
2467,Just heard that Apple is opening a store in downtown Austin tomorrow to sell iPads to #SXSW attendees.,1,,
2468,"I'm bummed that I missed the Team Android party at #SXSW... Oh well, CTIA is right around the corner... Boom, roasted...",2,,
2469,Hah! Found the &quot;popup&quot; Apple store where the iPad 2 will be on sale 2moro - gold's gym at 6th and Congress:  <URL> #sxsw,2,,
2470,Just saved the #sxsw 'I'm so productive I don't get anything done' with my iPad dongle. Get get'm #sxswbusy,2,,
2471,Just found the back door into the #sxsw apple store. #ip2 ftw!,2,,
2472,Almost had the worst #sxsw FAIL... Left my iPhone on the kitchen counter. Realized it after 5 min of driving to the airport...,2,,
2473,Don't need to charge at #sxsw if you're talking in the sun with your iphone: <URL> boom!,2,,
2474,Interested to hear how it's different from Google Buzz. RT @mention Get ready for the word &quot;Circles&quot; to be trending #SXSWi #SXSW :),1,,
2475,I just had to read TV recaps online to keep up with my shows. I have 600 unread posts in Google Reader. I'm completely detached. #sxsw,2,,
2476,Interested to see what Google will have to show off when they unveil #Circles at #sxsw.,2,,
2477,No Android version? RT @mention @mention Download the @mention for iPhone to reserve your space during #sxsw!,2,,
2478,"So Annoyed with #SXSW schedule app that has bad #ui for iPad. My fingers ain't THAT fat, y'all.",3,,
2479,<URL> Did you hear? Appleâ€™s opening a temporary store just for #SXSW! (via @mention,1,,
2480,HTML 5 and you. At the google booth. #sxsw  <URL>,2,,
2481,Don't hold your breath about Google Circles (at least during #SXSW): <URL>,2,,
2482,"Stay tuned, @mention up next on the emergency iPad station at #sxsw, facebook bullying and online privacy: <URL>",2,,
2483,"Now: Poked, Liked and Re-tweeted - a Google Love Story - Alisa (iCrossing). #sxsw #futurefifteen",2,,
2484,ballroom d: #marissagoogle talking about some cool projects (obv). love the Google Art Project. #sxsw,1,,
2485,All packed! Charging the ipad for a busy day/weekend ahead. Also need to download the #SXSW apps for iphone/ipad!,1,,
2486,"IPAD FOUND!!! My friend Jeff has it!!!! #SXSW thanks to everyone who helped, especially @mention",1,,
2487,All Packed. A few too many #Apple devices. Alarm set for 5:15am. See ya'll at #SXSW. Psyched to meet (finally) many of you guys!,1,,
2488,Why should/shouldn't I get an iPad 2? Discuss :-) #SXSW,2,,
2489,First ipad2 sighting at #SXSW interactive - infact everyone has at least 1 Apple product in use at all times,1,,
2490,#want ipad2? Win it here: <URL> #sxsw,1,,
2491,Download Daily Grape  - a new app from @mention for the iPhone.  You can take him with you to the wine shop. #sxsw,1,,
2492,@mention dan die maar doen? :P RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white,2,,
2493,The MoST Dangerous ipad in my life.. <URL> Jaqueline Bojan #sxsw,2,,
2494,Cobra iRadar detection system coming to Android next month <URL> #Android #GPS #iPhone #SXSW,1,,
2495,iPad 2 Update: ONLINE sales start at 12:01am PST | 3am EST on 3/11/11 | 2-day Free Shipping |FYI: #SXSW - Popup store downtown Austin #apple,2,,
2496,"Mobile updates RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android <URL>",2,,
2497,#JustMet David from Beyond. We both had stories of guys making drunken ipad purchases at the Apple pop up store. #SXSW #whattechnerdsdodrunk,2,,
2498,"Exciting day at #sxsw to day. Now Tim Ferriss, and rumors about launch of Google Circles later...",1,,
2499,It's pie day at the google booth at #sxsw #mylunch,1,,
2500,#MusicMonday have a great time #SXSW I played there with the White Stripes &amp; 60SecondCrush @mention Detroit Showcase in LUCYS! <URL>,2,,
2501,"Happy Pi Day!  (If google doesn't launch Circles on Pi day, it doesn't exist) #sxsw",2,,
2502,The forbidden apple has been spoiled! Long live #samsung! They are rocking the #sxsw &amp; #sxswi's world.,3,,
2503,dumb blonde <URL> Evelyn #sxsw Juwan Howard iPad,2,,
2504,Woah.  Dude at #sxsw gets branded tattoo in exchange for iPad.  No really. <URL> @mention,2,,
2505,"To the dude propping his ipad on the urinal, your time isn't THAT valuable #sxsw #ewww",2,,
2506,I just made the decision: Id like to purchase an iPad.  It would be perfect for me at #SXSW.,1,,
2507,The Big Idea: Google leaves nothing left to discover <URL> #SXSW #SXSWi,2,,
2508,"Getting ideas at #SXSW? Save them on your iPad using Action Lists. True to GTD, syncs w/ iPhone &amp; web.
<URL>",1,,
2509,bands needed for sx podcast <URL> #sxsw,2,,
2510,Have decided I need an ipad. #usguys #sxsw,1,,
2511,giving added value to location based services needs to battle check-in fatigue #google #pnid #sxsw,2,,
2512,@mention Definitely Yobongo. Real time chat at #SXSW is going to be killer. <URL>,2,,
2513,"It's a model for one, not for all. RT @mention #sxsw &quot;apple comes up with cool tech no one's ever heard of cuz they don't go to conferences&quot;",1,,
2514,Great UI demo of @mention on @mention <URL> #xoom #sxsw #android #tech #tablet,1,,
2515,Watching demo of google hotpot ... People using this? #sxsw,2,,
2516,We're wondering how many @mention will come back from #sxsw with iPad 2's. Maybe everyone?,2,,
2517,Dudes! Dudes! Check it out: Tweet anything w/ 'iPad' in it &amp; naked lady response bots will tell you how they 'simply gaimed one free' #sxsw,2,,
2518,"#SXSW Tradeshow floor: Engage w/ our multi-touch interactive wall, take part in an Augmented Reality in 3D and enter to win an iPad.",2,,
2519,The iPad design panel in Hilton Salon J is filling up quickly. No surprises there. #tapworthy #sxsw,2,,
2520,The iPad design panel in Hilton Salon J is filling up quickly. No surprises there. #tapworthy #sxsw it's more fun with the iPad2,1,,
2521,Next up: designing interfaces for iPad. Or should I hit up &quot;Your Brand is Obsolete&quot;? #SXSW,2,,
2522,#android dev meetup was mostly ppl looking for devs. Good skill to learn if you havent already. #SXSW #mccannsxsw,1,,
2523,"Possible dÃ©voilement au #SXSW RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today <URL>",2,,
2524,"#SXSW predicts Group-Texting to be next-big thing, Fast Society Comes to Android &amp; Updates iPhone App - <URL> - via @mention",2,,
2525,@mention Did you do this in Austin at @mention #SXSW? <URL>,2,,
2526,@mention Did you find out the hours of the apple store? I'm curious too... #sxsw,2,,
2527,@mention did you hear the rumor there might be a special apple pop-up store at #sxsw specifically for the ipad2 launch?,2,,
2528,@mention did you see my tweet from before re:ipad 2 being sold at #sxsw ?,2,,
2529,@mention did you see that #apple is opening up a temporary store at #SXSW for the iPad 2 launch? maybe we can transfer...,2,,
2530,@mention did you snag an iPad 2 yesterday? thoughts so far? #SXSW,2,,
2531,N5: Spreading the Disease  <URL> [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #necro,2,,
2532,"Was intending to bring my trusty backpack for this upcoming trip to #SXSW. With the number of iPad 2s I'm helping buy back, no es posible.",2,,
2533,Who's heading to the pop-up Apple store today? Anyone know what time the sale starts? #SXSW #SXSWK,2,,
2534,"@mention direct shot @mention offering rewards for check-ins on Latitude, starting in Austin for #SXSW. <URL>",2,,
2535,is a bit disappointed that the two iPad talks had so many overlapping examples #sxsw,3,,
2536,@mention discussing salsa ingredients @mention - @mention Industry party #sxsw #welivehere #gsdm,2,,
2537,@mention discussing salsa ingredients @mention - @mention Industry party #sxsw #welivehere #gsdm  <URL>,2,,
2538,&quot;credit card companies know with 98% accuracy 2 yrs before that you're going to get divorced&quot;  @mention at #sxsw <URL>,2,,
2539,"So every DJ at #SXSW now spins with an iPad as part of their arsenal. The future is coming. No wait, it's here.",1,,
2540,Any iPad djs here? Need one for 3am Tuesday- Douche bags need not apply- #sxsw,2,,
2541,Almost didn't bring my #iPad to #SXSW b/c it's a 1st gen. Having lunch wondering what the SXSW hipster uniform will be this year. #FB,2,,
2542,hope u didn't jinx it. :) @mention Nice that @mention iPhone app is behaving today. Crashes yesterday were ridiculous. #sxsw,1,,
2543,"Thank goodness for these two hour breaks where I have turn off my iPhone, or my battery would be TOAST!  #sxsw",2,,
2544,Thank goodness they ran out of iPad 2s. Now I don't have to worry about giving in and just buying one at the popup Apple store. #SXSW,1,,
2545,@mention do I get bonus points if I collect all colors of glow in the dark google cups #googlekillsit #sxsw,2,,
2546,"&quot;we do not want your undivided attention, so please take out your mobile phones and iPad 2s&quot; - @mention  #SXSW #LeanStartup",2,,
2547,Just how do you improve your website rankings? Advice from both Google and Bing at #SXSW. <URL>,2,,
2548,@mention does the #iphone at the price point of $49.99 make that even more of an explosion? How do carriers work on plans?  #SXSW #bolinsxsw,2,,
2549,@mention Doh! I can share a pic of the update on my iPad since I'm not at #SXSW - if you'll mail me a shirt. ;),2,,
2550,@mention Doing better now. Boys in bed &amp; I am downloading some realty tv to iPad for trip to #sxsw on Thurs. Thanks! :),2,,
2551,"Fest tip-don't be an iPhone douche.Put away your phone and talk to your fellow festgoers in lines, etc.All good people who love film. #sxsw",3,,
2552,Z7: Lead Don't Follow <URL> [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #zlf,2,,
2553,@mention dont miss the Q&amp;A With Google's @mention &amp; Bing's @mention On Ranking - #SXSW sessi Mon 12:30pm-Part 1 was at #SMX,2,,
2554,"Just got down at the Android Party for #sxsw #AndroidSXSW here's the painting, time to blahzay! <URL>",2,,
2555,The countdown to #SXSW has begun! @mention will be thereâ€_ Pick up &quot;Fried Speakers&quot; on iTunes <URL>,2,,
2556,"@mention Download the @mention for iPhone to reserve your space to #meet, #mingle or #escape during #sxsw! Go to:sxsw.myturnstone.com",2,,
2557,"Having a drink called an Alan Turing and making a Lego robot. Oh, Google :) #sxsw  @mention Speakeasy <URL>",1,,
2558,Apple is driving the &quot;consumerization&quot; of IT.  #empowered  #SXSW,1,,
2559,Native Android and iOS dev in newest version of @mention Flash #sxswadobemobile #sxsw,2,,
2560,at the Android party and kinda embarrassed by my iPhone #SXSW,3,,
2561,Our friends at @mention finally &quot;put out&quot; for Android. Get their app &amp; get your disc on during #sxsw ^KH,1,,
2562,"For friends at #SXSWi - New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android <URL>",2,,
2563,Picplz Adds Photo Collections And Borders <URL> #Android #Apple #iPhone #iTunes #SXSW,2,,
2564,"Apple heads to #SXSW, sets up temporary store in Austin <URL>",2,,
2565,"Apple heads to SXSW, sets up temporary store in #Austin <URL> #news #sxsw",2,,
2566,"Apple heads to SXSW, sets up temporary store in Austin <URL> #Apple #iPad2 #RanceWilemon #SXSW #WhetherApple",2,,
2567,That sounds...fantastic. RT @mention At the Google party...awesome. #SXSW,1,,
2568,One lone dude awaits iPad 2 at Appleâ€™s #SXSW store: Apple likely expected a bigger crowd forming at its South by ... <URL>,2,,
2569,One lone dude awaits iPad 2 at Appleâ€™s #SXSW store: Apple likely expected a bigger crowdâ€_ <URL>,2,,
2570,One lone dude awaits iPad 2 at Appleâ€™s SXSW store <URL> #Apple #iPad2 #SXSW #tablets,2,,
2571,"@mention Dude there's earthquakes,  tsunamis, iPad 2 and #SXSW. Get with it.",2,,
2572,This schedule is heavier than my laptop. Where's my ipad already? #sxsw,1,,
2573,"#sxsw hardware. iPad #rickshaw bag, #lunatik, #incase iPhone4 battery pak, flip, Nike+, Bose buds, sprint mifi, â€_ <URL>",2,,
2574,"Kinda giddy about #TheIndustryParty with #Google (&amp; more) at #GSDM. Finally, the fun comes to us non #SWSurrogates. #sxsw #notpouting",1,,
2575,Google body beta uber  #SXSW #health2dev #cool,1,,
2576,"We're ready for you @mention ! This is where the magic happens- @mention us, use the #zazzlesxsw hashtag and create your own iPhone case! #sxsw",2,,
2577,"Can anybody get the #SXSW mobile apps to work? I've downloaded Android, iPhone and BlackBerry and they all get stuck downloading on startup.",3,,
2578,i'm already jealous // @mention Apple does a popup store just for #sxsw <URL> #gonnagetanipad2,1,,
2579,Can already tell i should have brought as ass pillow and iPhone backup charger to #sxsw #numbassonfloor,1,,
2580,Can anybody tell me if Apple store at #SXSW has White 16GB iPad Verizon in stock?  They were out on Saturday.,2,,
2581,Google Body. @mention shares how patients &amp; physicians can wow each other by sharing data &amp; interactive anatomy #sxswh #hcinno #sxsw #sxswi,2,,
2582,Taking the  #iPad 2 plunge at the  #SXSW pop-up store on Congress. #keepingupwithDKM,2,,
2583,#sxsw WAZE <URL> is duking it out with google re: personalized mapping experience. Friendly &quot;panel crashing&quot;,2,,
2584,Find where @mention is playing at #SXSW on the #eventseekr app for Android. We got u! <URL>,1,,
2585,Off to see @mention in &quot;Left Brain Search = Google. Right Brain Search = X&quot; panel at #SXSW #BetterSearch,1,,
2586,Srsly love @mention @mention promo @mention Srsly hate that it excludes @mention Esp. since my iPad insists I'm at Disney #sxsw,3,,
2587,"The Google / ACLU party tonight at #sxsw is the best thing ever. (And apparently, the Spazmatics are a franchised band. But they rock.)",1,,
2588,Really the &quot;google me&quot; is now going to be called &quot;Circle&quot; hmm we will see later today at #sxsw,2,,
2589,What's the #Buzz: #Billings entrepreneurs win tech award at #SXSW for @mention <URL> via @mention #technology,2,,
2590,"New Google #Circles Would Have More Nuanced Sharing, But#Google Says No Launch Imminent <URL> -- later today at #SXSW ?",2,,
2591,"Only white #ipad2 64gig wifi available at #Austin #SXSW #Apple popup store right now, but no wait!",1,,
2592,"Temp store #sxsw  @mention Apple Store, SXSW <URL>",2,,
2593,"#dgtltribe #sxsw #openbeta6 iPad give-away, fantastic! now how are we going to squeeze that in...",1,,
2594,"To service #SxSW attendees, #Apple opens popup #iPad store in Austin at Scarbrough Building on Congress Avenue",2,,
2595,Loving the 80s music at aclu google party!!! #sxsw,1,,
2596,sure to be a total scene! RT @mention Just spoke with the Austin Apple store. They are cautiously optimistic. #nerd #sxsw,1,,
2597,Or all the above? RT @mention setting up temp store at #SXSW 2 sell #iPad2- Crazy?Brilliant?Convenient? <URL> #SXSWi,2,,
2598,"One minute ago, the guy I spoke outside Apple's pop-up Austin store would have got his hands on an iPad 2. He waited since 6.30am... #sxsw",2,,
2599,"Add google alerts to your project, and amazing things happen...#sxsw",1,,
2600,"HBD! If we all donated a dime... RT @mention everyone coming to #SXSW, a friendly reminder that iPad 2 out Friday &amp; my birthday is Saturday",2,,
2601,Looks like all the apps for #SXSW are for the #iPhone. What about the #blackberry? The blackberry??? <URL> (rt @mention,1,,
2602,Even I use an iPhone now. RT @mention From evidence at #SxSW they might as well call this country the United States of Apple. #sxswsa,1,,
2603,Test Drive an Xperia Play with @mention and @mention  details here: <URL> (at least some of them) #Android #sxsw,2,,
2604,"Any Google Analytics and DFP experts at #SXSW? Would love some insight on managing DFP campaigns, ad management/measurement. DM me! #HISXSW",1,,
2605,#SXSW FREE App Festival Explorer helps you find the bands you want to see based on your music tastes <URL>,2,,
2606,New iPhone app from @mention called DailyGrape - replacing WineLibrary TV with mobile content &amp; videos. Help to make wine choices #sxsw,2,,
2607,Ellen Page appearance reduced to @mention iphone call. Hearts. Broken. #sxsw #super,2,,
2608,Liking the Apple pop-up store at Sixth Street and Congress Avenue @mention #SXSW,1,,
2609,I wish the apple store employees cheering for all the people in line at the pop up apple store would cheer me on while I do timesheets #SXSW,2,,
2610,"OMG, There are probably 100 people in this session who already have an iPad 2 #sxsw",2,,
2611,Fail Whale artist @mention living through the iPad 2 #sxsw <URL>,1,,
2612,I won't be at #sxsw and I won't be in line to buy iPad 2.0 tomorrow. #notwinning.,2,,
2613,I'm unique at #SXSW because I'm the only one w/ an iPhone 3GS. All the others followers have the iPhone 4. #winning,2,,
2614,"If you are at #SXSW stop by the Austin Details Gallery to check out some #iPad art
<URL> #Art",2,,
2615,"If you are at #SXSW, you'll need a QR Code app on your #iPhone that can read #vCards. Get Qrafter -&gt; <URL> #QRCode",2,,
2616,"Which line at #SXSW will be longer? 3/11 at the temp Apple store for the iPad2? Or 3/14 at the Microsoft booth for IE9? [Yeah, right!] :D",1,,
2617,Short line at the Apple pop up store in Austin. 50-60 people. #ipad2  #sxsw <URL>,1,,
2618,Whoa! line at the pop up apple store in downtown austin. iPad midnight madness.  #sxsw  <URL>,1,,
2619,"If you are attending #SXSW, please bring your old mobile phones for the Hope Phones project <URL>  @mention",2,,
2620,New Iphone autocorrect already tried to change &quot;coworkers&quot; to &quot;visigoths.&quot; Its going to be a long five days of #sxsw,3,,
2621,Slides are available on the @mention site for @mention #touchingstories preso <URL> #sxsw,2,,
2622,I'm at the Barton Creek Apple Store.The pop-up store will how open until Friday w/a new shipment of iPad 2. #sxsw,2,,
2623,Ah! iPhone battery fully recharged courtesy of @mention Charge Anywhere. Find @mention or I at #SXSW &amp; charge up on the fly!,2,,
2624,The iPhone battery was not made for @mention #sxsw,3,,
2625,There have been two days in the last 6 months when mobile usage of google maps was higher than desktop. - Marissa Mayer #sxsw,2,,
2626,What's the best iPad app for (offline) viewing of the #sxsw program?,2,,
2627,One of the best photo apps for the iPhone â€” Hipstamatic â€” is getting ...  #apps #sxsw #hipstamatic <URL>,1,,
2628,What's the best site for registering/viewing unofficial #SXSW events? Want to publicize this non-#SXSWi #archives event <URL>,2,,
2629,Now at the better living through cloud computing #SXSW session with John Wiley from Google #bettercloud,2,,
2630,Now at the better living through cloud computing #SXSW session with John Wiley from Google #bettercloud<URL> <URL>,2,,
2631,"Smartphone breakdown at #sxsw (unofficial) - 98.5% iPhones, 1% Android, .03% Blackberry, .02% Symbian / Windows / Other",2,,
2632,Smart move by Apple opening popup store for #iPad2 launch in downtown Austin during #SXSW. <URL>,1,,
2633,FourSquare CEO @mention sounded open-minded to a big partnership with Google  (i.e. acquisition)  #sxsw #wallstreet,2,,
2634,"SXSW
500 E Cesar Chavez St, Austin, Texas
<URL> #sxsw",2,,
2635,Sweet! The convore iPhone app is ready for #sxsw : <URL>,1,,
2636,"Guy on the couch playing with his white iPad 2 while MashBash parties around him is making a statement, dammit. #sxsw",1,,
2637,Yes! apple design wins again! RT @mention The new iSack is SOO Cool! #sxsw  <URL>,1,,
2638,The iPhone developer meetup was packed! #SXSW,2,,
2639,Can Google do social? We may shortly find out RT @mention Google to Launch Major New Social Network Called Circles at #SXSW <URL>,2,,
2640,#sxsw five faces buried in iphone social apps while standing at a bar...yet having a great time.  I wouldn't believe it if I hadnt lived it.,2,,
2641,This Apple Fanboy just bought an iPad 2 - sweeeet! At #SXSW special Apple pop-up store,1,,
2642,"Hey, Apple fans! Get a peek at the space that's slated to be a pop-up #SXSW Apple Store tomorrow: <URL>",1,,
2643,New circle game? RT @mention  @mention Google (tries again) to launch new social network called Circles: <URL> #sxsw,3,,
2644,Can Google get social in Texas?  <URL> #SXSW #google,2,,
2645,Can Google get social in Texas? <URL> #ChrisMessina #facebook #google #GoogleCircles #SXSW #TWITTER,2,,
2646,"For anyone going to #SXSW for the first time, free Lonely Planet Austin guide for iphone tinyurl.com/6gjmypj",2,,
2647,"If you are going to #SXSW, you'll need a QR Code app on your #iPhone that can read #vCards. Get Qrafter -&gt; <URL> #QRCode",2,,
2648,"If you are going to be on foot at #SXSW, don't forget to stop by the newest Apple store in Austin: <URL>",1,,
2649,One of the Google Doodle guys has a wacky powerglove thing that I want to play with. #SXSW  <URL>,2,,
2650,looks like google is publicly denying that &quot;circles&quot; will be presented at #sxsw today.,2,,
2651,On average Google Maps sees 40% of its users come from mobile devices. We are becoming more connected (@mention #SXSW #donline ^DK,2,,
2652,"Got in the Google party not before being interviewed by Twit TV, finally ran into @mention #sxsw",1,,
2653,I'm at the google party. @mention Rocks! #sxsw,1,,
2654,Here's the guy who bought the first #iPad2 at the #SXSW popup store (hope he registers for his Thoora beta!) <URL>,1,,
2655,If you are heading to #sxsw make sure you have the @mention holler gram  <URL>,2,,
2656,"With XWave headsets, we can actually control iPhone apps with our brain!? #SxSWNUI #gsdm #sxsw",1,,
2657,"Man, these hipsters are getting crazy at the Google party #SXSW  <URL>",1,,
2658,"New update HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android <URL>",2,,
2659,What Apple hopes you didn't notice about iPad 2 <URL> #sxsw #sxswi #technology #mobile #prodmktg,3,,
2660,Inevitable huge lines for iPads at Austin Apple store #sxsw <URL>,2,,
2661,Looks like I was an hour late for getting an ipad. #SXSW #sadpanda,2,,
2662,"If someone in Austin will let me borrow their iPhone charger for a short time, I will heart you for a long time. #sxsw",2,,
2663,Sorry some in Austin are taking advantage. â€œ@mention @mention we paid $30 to the apple popup from the pepsi standâ€ù #SXSW #pedicabs,2,,
2664,200 people in line at pop up Apple store at #sxsw,2,,
2665,I would be interested to hear recomds RT @mention recommends using google voice to separate work from life #evolvingworkplace #sxsw,1,,
2666,And for de Ipad :D?? RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW  <URL>,2,,
2667,Win a free iPad 2 from webdoc.com #sxsw RT,2,,
2668,Win a free ipad 2 from webdoc.com #sxsw RT (awesome tech right here),1,,
2669,"Inside the iPad 2: chip brings 50% browsing boost: RT @mention Best Hungry at #sxsw Tip: Mekong River, g... <URL>",1,,
2670,OMG...free iPad 2s in Salon H! One am! #SXSW!,1,,
2671,"Would love ipad2 and to be at #sxsw RT @mention After you get your food, don't forget to snap a photo to win a MacBook air, iPad 2",1,,
2672,"the future is about networks, not just data. that's why google may not win long term #SXSW #web3 #SaatchiNY",3,,
2673,So #google is going to try #socialnetworking again with #googlecircles to be announced today at #sxsw  We shall see...,2,,
2674,"Then there is hope I too may someday keynote SWSX! RT @mention Bored during keynote #sxsw, but have an iPad  <URL>",1,,
2675,The volume is overwhelming but the market will self-police. That's why users picked Google over Bing.  #curatedebate #SXSW,1,,
2676,"seems like just about every iphone app has a new update this week, guess its the #SXSW Factor",2,,
2677,"Did Google just buy Foursquare? &quot;I don't know...that's an interesting question,&quot; said Foursquare CEO Crowley.  ?????????? #sxsw",2,,
2678,Is #Google launching a new social network today? #SXSW #socialmedia <URL>,2,,
2679,Why are we leaning on web conventions like small buttons on the iPad? #UXDes #sxsw,3,,
2680,"BTW, these live-tweets are coming from Marissa Mayer's presentation at #SXSW.  Mayer is the VP of Consumer Products at @mention ^JR",2,,
2681,So far the longest line at #sxsw has been at the Apple store.,2,,
2682,The Google map app saves my life on a regular basis RT @mention maps has 150 million users. 40% of users are mobile #sxsw,1,,
2683,"Think i've messed up my Mexican IPhone by trying to update software for #sxsw app. Fittingly, the screen is stuck in 911 mode.",2,,
2684,"one of the most in-your-face ex. of stealing the show in yrs RT @mention &quot;At #SXSW, Apple schools the mkt experts&quot;  <URL>",1,,
2685,Get to the nav schemes I am done with the iPad shape lesson #sxsw,2,,
2686,loving the new iphone #app suggestions coming from @mention #SXSW,1,,
2687,OMG. Table next to us is passing around the iPad 2. #hipstermuch #SXSW,1,,
2688,The League of Extraordinary H4ckers presented by @mention Lightning talks on technology. #sxsw (@mention Speakeasy) <URL>,2,,
2689,"The Future of Google mapped out at #SXSW, Kia recalls 70,000 #Optimas and more Top Advertising News <URL>",2,,
2690,Z33: Ounce of Prevention <URL> [codes valid: 12:00-3:59:59p 03/14/11] #infektd #sxsw #zlf,2,,
2691,"The Future of Reading Online Is Customization &amp; Sharing, Not Tablets <URL> #SXSW",2,,
2692,tim get me one!  RT @mention Apple employees just showed up in force to the #SXSW PopUp Apple Store. #iPad2,1,,
